"location","title","desc","link","date"
"pogung","Sego Pecel Bu Wiryo Sejak 1959, Kuliner Legendaris Jogja","KOMPASTV - Jogja selalu membawa kenangan, begitu juga dengan kulinernya. 
Benoe akan mampir ke SGPC Bu Wiryo yang sudah melayani sejak tahun 1959.","https://www.youtube.com/watch?v=EDv0RrfO8Hg","9 Des 2021"
"pogung","8 Soto di Jogja yang Enak untuk Sarapan, Gurihnya Soto Pak Marto dengan Kuah Khas","Di Indonesia sendiri ada banyak yang menjual berbagai soto yang menggugah 
selera, termasu Kota Jogja. Selain terkenal dengan kuliner gudeg, Jogja 
juga...","https://travel.tribunnews.com/2021/12/07/8-soto-di-jogja-yang-enak-untuk-sarapan-gurihnya-soto-pak-marto-dengan-kuah-khas","Des 2021"
"pogung","'Warung Aneh' Ayam Rempah Pak Roto, Nuansa Jepang Cita Rasa Lokal","Yogyakarta, IDN Times - Berjuluk Kota Pelajar, gak heran kalau di 
Yogyakarta banyak tempat makan murah. Terutama di area dekat kampus dan 
kos-kosan karena...","https://jogja.idntimes.com/food/dining-guide/dyar-ayu-1/warung-aneh-ayam-rempah-pak-roto","Des 2021"
"pogung","Rekomendasi 5 Kedai Nasi Goreng Seafood di Jogja","TRIBUNJOGJA.COM- Nasi goreng adalah sebuah makanan berupa nasi yang 
digoreng dan diaduk dalam minyak goreng, margarin, atau mentega.","https://jogja.tribunnews.com/2021/11/29/rekomendasi-5-kedai-nasi-goreng-seafood-di-jogja","9 Nov 2021"
"pogung","10 Wisata Kuliner Jogja Terbaru yang Patut Dicoba","Berkunjung ke Jogja rasanya kurang jika tidak mencoba kulinernya. Wisata 
kuliner Jogja menyediakan beragam olahan makanan dan minuman yang menarik 
untuk...","https://katadata.co.id/safrezi/berita/61937df04414d/10-wisata-kuliner-jogja-terbaru-yang-patut-dicoba","6 Nov 2021"
"pogung","5 Spot Tahu Gimbal di Yogyakarta, Bumbu Kacangnya Pecah!","Siapa nih yang suka makanan yang memakai bumbu kacang? Bagi pecinta bumbu 
kacang, memang sulit untuk menolak jenis makanan yang satu ini.","https://www.idntimes.com/food/dining-guide/ika-larasati-1/5-spot-tahu-gimbal-di-yogyakarta-bumbu-kacangnya-pecah-c1c2","4 Nov 2021"
"pogung","15 Cafe di Sleman Yogyakarta yang Cocok untuk Kerja - Kompas.com","Berikut 15 rekomendasi kafe di Sleman Yogyakarta yang cocok untuk bekerja 
atau mengerjakan tugas. Suasananya nyaman dan tenang. Halaman all.","https://www.kompas.com/food/read/2021/10/01/180400575/15-cafe-di-sleman-yogyakarta-yang-cocok-untuk-kerja?page=all","Okt 2021"
"pogung","15 Cafe Murah di Yogyakarta, Harga Mulai Rp 8.000 - Kompas.com","Berikut 15 rekomendasi kafe murah di Yogyakarta yang cocok untuk akhir 
bulan. Pilihannya menunya beragam dan harganya pun terjangkau. Halaman all.","https://www.kompas.com/food/read/2021/09/26/110600075/15-cafe-murah-di-yogyakarta-harga-mulai-rp-8.000?page=all","6 Sep 2021"
"pogung","7 Tempat Makan Seafood di Yogyakarta buat Kumpul Keluarga","Saat kulineran di Yogyakarta, kamu akan disuguhkan berbagai macam makanan 
khas dengan rasa otentik. Namun, kalau pengin kuliner berbeda,...","https://www.idntimes.com/food/dining-guide/amir-rosadi/tempat-makan-seafood-di-yogyakarta-c1c2","1 Sep 2021"
"pogung","15 Tempat Beli Croffle di Yogyakarta, Harga Mulai Rp 15.000 - Kompas.com","Berikut 15 rekomendasi croffle enak di Yogyakarta yang bisa dicoba. 
Beberapa di antaranya bisa dipesan secara daring. Halaman all.","https://www.kompas.com/food/read/2021/08/29/130400375/15-tempat-beli-croffle-di-yogyakarta-harga-mulai-rp-15000?page=all","9 Agu 2021"
"pogung","Jadi Favorit Warga Jogja, Warganet Sedih RM Padang Palanta di Pogung Tutup Permanen","Diklaim punya hidangan ramesan paling enak se-Yogyakarta, publik sedih 
dengar kabar RM Padang Palanta tutup.","https://jogja.suara.com/read/2021/07/27/114539/jadi-favorit-warga-jogja-warganet-sedih-rm-padang-palanta-di-pogung-tutup-permanen","7 Jul 2021"
"pogung","5 Kuliner Porsi Jumbo di Yogyakarta yang Bikin Kenyang Seharian","Ragam kuliner Yogyakarta tak pernah ada habisnya, termasuk kuliner jumbo.","https://www.liputan6.com/regional/read/4609433/5-kuliner-porsi-jumbo-di-yogyakarta-yang-bikin-kenyang-seharian","9 Jul 2021"
"pogung","15 Rekomendasi Katering Harian di Yogyakarta, Solusi Praktis Saat PPKM - Kompas.com","Sebab, kamu tidak perlu keluar rumah untuk mencari atau membeli makanan. 
Semua menu baik makan siang atau makan malam akan diantar langsung oleh 
jasa...","https://www.kompas.com/food/read/2021/07/08/190300775/15-rekomendasi-katering-harian-di-yogyakarta-solusi-praktis-saat-ppkm?page=all","Jul 2021"
"pogung","15 Bakmi Jawa Enak di Yogyakarta, Favorit Warga Lokal dan Wisatawan - Kompas.com","Jika kebetulan sedang berada di Yogyakarta, silakan mampir ke 15 tempat 
makan bakmi jawa enak berikut. Halaman all.","https://www.kompas.com/food/read/2021/05/22/220200175/15-bakmi-jawa-enak-di-yogyakarta-favorit-warga-lokal-dan-wisatawan?page=all","2 Mei 2021"
"pogung","6 Kedai Gelato di Yogyakarta, Tempat Jajan dan Nongkrong - Kompas.com","KOMPAS.com – Yogyakarta tak hanya juara dengan makanan tradisionalnya. Kota 
Gudeg juga punya banyak kedai gelato kekinian yang menawarkan berbagai cita 
rasa...","https://www.kompas.com/food/read/2021/04/01/170900675/6-kedai-gelato-di-yogyakarta-tempat-jajan-dan-nongkrong?page=all","Apr 2021"
"pogung","Wajib Coba! 5 Ayam Cepat Saji Langganan Mahasiswa Jogja","Jogja memang dikenal sebagai kota pelajar yang membuat kota ini tidak 
pernah sepi. Tak heran, bisnis kuliner pun juga tumbuh pesat di sana.","https://yoursay.suara.com/lifestyle/2021/03/19/155714/wajib-coba-5-ayam-cepat-saji-langganan-mahasiswa-jogja","9 Mar 2021"
"pogung","Sindir Mitos Jalanan di Jogja Itu Romantis, Warganet Tunjukin Sisi Kelamnya","Sejumlah warganet menunjukkan jalanan jogja tak seromantis yang dibilang 
terutama saat masuk Pogung.","https://jogja.suara.com/read/2021/03/03/085149/sindir-mitos-jalanan-di-jogja-itu-romantis-warganet-tunjukin-sisi-kelamnya","Mar 2021"
"pogung","Rekomendasi Tempat Makan Enak Dekat UGM","Sebagai kampus terbaik di Indonesia, kawasan sekitar UGM pastilah dipenuhi 
oleh mahasiswa. Banyaknya mahasiswa ini kemudian memunculkan aneka kuliner 
yang...","https://www.idntimes.com/food/dining-guide/dyar-ayu/rekomendasi-tempat-makan-enak-dekat-ugm-c1c2","Feb 2021"
"pogung","7 Gudeg Enak di Jogja yang Wajib Dicoba, dari Gudeg Pawon hingga Gudeg Permata","TRIBUNTRAVEL.COM - Bagi traveler yang sedang liburan ke Jogja, jangan 
lewatkan untuk mencoba gudeg. Gudeg merupakan satu kuliner khas Jogja.","https://travel.tribunnews.com/2021/01/09/7-gudeg-enak-di-jogja-yang-wajib-dicoba-dari-gudeg-pawon-hingga-gudeg-permata","Jan 2021"
"pogung","5 Nasi Goreng di Jogja yang Enak dan Populer, Sajian Mengenyangkan untuk Menu Makan Malam","TRIBUNTRAVEL.COM - Selain gudeg dan oseng mercon, kuliner malam di Jogja 
juga ada nasi goreng. Dengan harga terjangkau, kuliner Jogja yang satu ini 
bisa...","https://travel.tribunnews.com/2021/01/04/5-nasi-goreng-di-jogja-yang-enak-dan-populer-sajian-mengenyangkan-untuk-menu-makan-malam","Jan 2021"
"pogung","5 Warung Nasi Pecel di Yogyakarta yang Terkenal - Kompas.com","KOMPAS.com - Salah satu kuliner yang patut kalian coba saat belibur ke 
Yogyakarta adalah nasi pecel. Sayur rebus yang dituang sambal kacang 
ditambah lauk...","https://www.kompas.com/food/read/2020/11/13/130200675/5-warung-nasi-pecel-di-yogyakarta-yang-terkenal?page=all","3 Nov 2020"
