"location","title","desc","link","date"
"patran","Rekomendasi Kuliner Jogja Restoran Steak Murah Hingga Mewah","Berbagai varian dan tempat makan Kuliner Jogja steak yang terjangkau telah 
hadir untuk kita.","https://jogja.tribunnews.com/2022/09/05/rekomendasi-kuliner-jogja-restoran-steak-murah-hingga-mewah","Sep 2022"
"patran","Pengin Main Golf di Driving Range Sambil Makan Lezat? Bistro Ini Bisa Jadi Alternatif - Harianjogja.com","Harianjogja.com, JOGJA — Selama ini, golf identik dilakukan oleh orang yang 
sudah mapan. Namun, di Hosel, siapa pun bisa menjajalnya melalui driving 
range.","https://wisata.harianjogja.com/read/2022/09/01/504/1110517/pengin-main-golf-di-driving-range-sambil-makan-lezat-bistro-ini-bisa-jadi-alternatif","Sep 2022"
"patran","15 Tempat Sarapan di Yogyakarta, dari Camilan hingga Makanan Berat - Kompas.com","Berikut 15 rekomendasi tempat sarapan di Yogyakarta yang wajib kamu 
kunjungi. Silakan coba jika kebetulan sedang di Yogyakarta. Halaman all.","https://www.kompas.com/food/read/2021/05/30/090200875/15-tempat-sarapan-di-yogyakarta-dari-camilan-hingga-makanan-berat?page=all","30 Mei 2021"
"patran","Ledok Sambi, Leyeh-leyeh dan 3 Tempat Makan Tepi Sungai di Jogja, Suasana Tenang dan Asri","Rekomendasi tempat makan tepi sungai di Jogja yang menawarkan suasana 
tenang dan asri dengan gemericik air saat menyantap makanan yang lezat.","https://travel.tribunnews.com/2020/12/26/ledok-sambi-leyeh-leyeh-dan-3-tempat-makan-tepi-sungai-di-jogja-suasana-tenang-dan-asri","6 Des 2020"
"patran","8 Tempat Makan di Yogyakarta dengan Pemandangan Alam Cantik - Kompas.com","KOMPAS.com - Berburu kuliner di Yogyakarta tak ada habisnya. Serunya lagi 
di Kota Pelajar ini banyak tempat makan yang tak hanya menawarkan 
makanan,...","https://www.kompas.com/food/read/2020/12/25/201211675/8-tempat-makan-di-yogyakarta-dengan-pemandangan-alam-cantik?page=all","5 Des 2020"
"patran","Seperti Ini Rasa Steak Kampus Rp 10 Ribu yang Lagi Viral di Yogyakarta","Steak Ayam Rp 10 ribu kini hadir di pusat Kota Yogyakarta. Pembeli harus 
antre untuk mencicipi steak dengan harga miring. Selain murah, apa 
keistimewaannya?","https://food.detik.com/info-kuliner/d-5160709/seperti-ini-rasa-steak-kampus-rp-10-ribu-yang-lagi-viral-di-yogyakarta","Sep 2020"
"patran","Murah Meriah! Kedai di Yogyakarta Ini Jual Steak Enak Seharga Rp 10 Ribu","SuaraJawaTengah.id - Sudah bukan rahasia lagi memang jika Yogyakarta 
menjadi gudangnya kuliner lezat dan murah meriah. Usai viral mi ayam 
seharga Rp 5...","https://jateng.suara.com/read/2020/09/04/153226/murah-meriah-kedai-di-yogyakarta-ini-jual-steak-enak-seharga-rp-10-ribu","Sep 2020"
