"location","title","desc","link","date"
"seturan","5 Cafe Kekinian di Jogja yang Nyaman untuk Ngerjain Tugas - Portal Jogja","PORTAL JOGJA - Apakah kalian tipe orang yang sering merasa bosan ketika 
harus mengerjakan tugas? Jika iya, kalian bisa mencoba tempat baru dan 
suasana baru...","https://portaljogja.pikiran-rakyat.com/lifestyle/pr-252063211/5-cafe-kekinian-di-jogja-yang-nyaman-untuk-ngerjain-tugas","6 Jun 2021"
"seturan","15 Tempat Sarapan di Yogyakarta, dari Camilan hingga Makanan Berat - Kompas.com","Berikut 15 rekomendasi tempat sarapan di Yogyakarta yang wajib kamu 
kunjungi. Silakan coba jika kebetulan sedang di Yogyakarta. Halaman all.","https://www.kompas.com/food/read/2021/05/30/090200875/15-tempat-sarapan-di-yogyakarta-dari-camilan-hingga-makanan-berat?page=all","30 Mei 2021"
"seturan","15 Bakmi Jawa Enak di Yogyakarta, Favorit Warga Lokal dan Wisatawan - Kompas.com","Jika kebetulan sedang berada di Yogyakarta, silakan mampir ke 15 tempat 
makan bakmi jawa enak berikut. Halaman all.","https://www.kompas.com/food/read/2021/05/22/220200175/15-bakmi-jawa-enak-di-yogyakarta-favorit-warga-lokal-dan-wisatawan?page=all","2 Mei 2021"
"seturan","5 Rekomendasi Terbaru yang Cocok untuk Berbuka Bersama di Jogja - kumparan.com","Di bulan puasa ini pastinya masih banyak dari kita yang mencari berbagai 
referensi makanan terbaru yang ada di Jogja. Di Jogja ada beberapa 
rekomendasi...","https://kumparan.com/rijilli-fefuli/5-rekomendasi-terbaru-yang-cocok-untuk-berbuka-bersama-di-jogja-1vbqU1ZeK6j","4 Apr 2021"
"seturan","15 Tempat Makan Keluarga di Yogyakarta, Cocok untuk Akhir Pekan - Kompas.com","KOMPAS.com - Ada banyak tempat makan keluarga di Yogyakarta yang nyaman 
untuk menghabiskan akhir pekan. Selain menyajikan makanan yang lezat, di 
restoran...","https://www.kompas.com/food/read/2021/04/03/093300775/15-tempat-makan-keluarga-di-yogyakarta-cocok-untuk-akhir-pekan?page=all","Apr 2021"
"seturan","6 Kedai Gelato di Yogyakarta, Tempat Jajan dan Nongkrong - Kompas.com","KOMPAS.com – Yogyakarta tak hanya juara dengan makanan tradisionalnya. Kota 
Gudeg juga punya banyak kedai gelato kekinian yang menawarkan berbagai cita 
rasa...","https://www.kompas.com/food/read/2021/04/01/170900675/6-kedai-gelato-di-yogyakarta-tempat-jajan-dan-nongkrong?page=all","Apr 2021"
"seturan","Kuliner Yogyakarta Murah dan Menggiurkan - Kompasiana.com","Yogya identik dengan kota yang tenang, membuat rindu, wisata yang 
menyenangkan, dan juga harga yang murah. Namun dibalik terkenalnya Yogya 
akan wisata.","https://www.kompasiana.com/ivaniananda/5ff289308ede486cdd651022/kuliner-yogyakarta-murah-dan-menggiurkan","Jan 2021"
"seturan","15 Tempat BBQ ala Korea di Yogyakarta, Makan Daging Mulai Rp 50.000 - Kompas.com","KOMPAS.com - Pencinta daging barbeku (BBQ) ala Korea di Yogyakarta bisa 
berkunjung ke restoran Korean BBQ yang menyajikan berbagai potongan daging 
sapi.","https://www.kompas.com/food/read/2020/12/30/131300575/15-tempat-bbq-ala-korea-di-yogyakarta-makan-daging-mulai-rp-50.000?page=all","30 Des 2020"
"seturan","Es Teler Sperma di Yogya, Sempat Jadi Favorit di Bulan Puasa","Liputan6.com, Jakarta - Banyak usaha dan kreasi dilakukan para pelaku usaha 
kuliner untuk bisa mendatangkan banyak pelanggan. Salah satu contohnya 
dilakukan...","https://www.liputan6.com/lifestyle/read/4387709/es-teler-sperma-di-yogya-sempat-jadi-favorit-di-bulan-puasa","1 Okt 2020"
"seturan","10 Street Food Yogyakarta yang Viral, Wisata Kuliner Murah Meriah - Kompas.com","Yogyakarta punyak kedai jajanan kaki lima yang viral. Mulai dari lumpia 
legendaris, jenang 9 rasa, nasi babat, mi ayam, dan masih banyak lagi. 
Halaman all.","https://www.kompas.com/food/read/2020/08/25/153000275/10-street-food-yogyakarta-yang-viral-wisata-kuliner-murah-meriah?page=all","5 Agu 2020"
"seturan","Pecinta Kuliner, Ini Promo Makan Murah di Hotel Dafam Fortuna","TRIBUN-JOGJA.com - Bagi para pencinta kuliner, Hotel Dafam Fortuna 
Yogyakarta memiliki berbagai macam pilihan menu alternatif bagi Anda dan 
keluarga maupun...","https://jogja.tribunnews.com/2020/03/16/pecinta-kuliner-ini-promo-makan-murah-di-hotel-dafam-fortuna","6 Mar 2020"
