date,Date,Time,tweet,link,photos
2022-11-24 10:30:45,2022-Nov-24,10:30:45,10.30 wib kondisi lalin sp tugu terpantau lancar dari semua arah  ,https://twitter.com/ATCS_DISHUB_DIY/status/1595620913495805953,"['https://pbs.twimg.com/media/FiTIo8aagAA6lP_.jpg', 'https://pbs.twimg.com/media/FiTIptMaYAEQT10.jpg', 'https://pbs.twimg.com/media/FiTIptraAAA0miU.jpg']"
2022-11-24 10:29:57,2022-Nov-24,10:29:57,10.29 wib lalin sp maguwo arah timur dan barat terpantau lancar  ,https://twitter.com/ATCS_DISHUB_DIY/status/1595620709774274560,"['https://pbs.twimg.com/media/FiTIgN_aAAERq11.jpg', 'https://pbs.twimg.com/media/FiTIgN1acAAMd3E.jpg']"
2022-11-24 09:49:19,2022-Nov-24,09:49:19,"09.50 WIB. Kondisi lalu lintas simpang Blok O dari arah Timur, Selatan, Utara terpantau Ramai, dari arah Barat terpantau Lancar.  ",https://twitter.com/ATCS_DISHUB_DIY/status/1595610485306839040,"['https://pbs.twimg.com/media/FiS_PsWaUAAv1CK.jpg', 'https://pbs.twimg.com/media/FiS_PsSakAAh3nA.jpg', 'https://pbs.twimg.com/media/FiS_PsSaEAEUZif.jpg', 'https://pbs.twimg.com/media/FiS_PsSaMAAEnJ0.jpg']"
2022-11-24 09:37:27,2022-Nov-24,09:37:27,"09.36 WIB, Kondisi lalu lintas simpang Kotagede terpantau Ramai Lancar.  ",https://twitter.com/ATCS_DISHUB_DIY/status/1595607499595739136,"['https://pbs.twimg.com/media/FiS8j-1aMAAoNP7.jpg', 'https://pbs.twimg.com/media/FiS8j-zaEAIIMap.jpg', 'https://pbs.twimg.com/media/FiS8j-paEAAmvrp.jpg']"
2022-11-24 08:34:04,2022-Nov-24,08:34:04,"08.32 WIB, Kondisi lalu lintas simpang Kidsfun terpantau Lancar dari semua arah. Tetap berhati - hati dan patuhi rambu lalu lintas.  ",https://twitter.com/ATCS_DISHUB_DIY/status/1595591550490546176,"['https://pbs.twimg.com/media/FiSuDouacAApcsz.jpg', 'https://pbs.twimg.com/media/FiSuDo4akAAfGwX.jpg', 'https://pbs.twimg.com/media/FiSuDouagAEalAv.jpg']"
2022-11-24 07:19:16,2022-Nov-24,07:19:16,07.19 wib lalin sp tugu arah timur dan barat terpantau lancar  ,https://twitter.com/ATCS_DISHUB_DIY/status/1595572725409800195,"['https://pbs.twimg.com/media/FiSc3UsaMAEZXqK.jpg', 'https://pbs.twimg.com/media/FiSc4ADacAAhYKJ.jpg']"
2022-11-24 07:04:42,2022-Nov-24,07:04:42,07.03 wib lalin sp maguwo arah timur ramai lancar arah barat terpantau lancar  ,https://twitter.com/ATCS_DISHUB_DIY/status/1595569057591603200,"['https://pbs.twimg.com/media/FiSZmO_aYAUhRs7.jpg', 'https://pbs.twimg.com/media/FiSZmO1aAAA9KvH.jpg']"
2022-11-24 07:03:34,2022-Nov-24,07:03:34,"07.03 wib lalin sp blok o arah timur,selatan dan utara terpantau ramai lancar  ",https://twitter.com/ATCS_DISHUB_DIY/status/1595568771540058113,"['https://pbs.twimg.com/media/FiSZP3GaEAA4pCD.jpg', 'https://pbs.twimg.com/media/FiSZQrVaMAAZONA.jpg', 'https://pbs.twimg.com/media/FiSZQrmaEAAy6EF.jpg']"
2022-11-24 07:02:44,2022-Nov-24,07:02:44,07.02 wib lalin sp demangan arah timur ramai arah selatan dan utara terpantau lancar  ,https://twitter.com/ATCS_DISHUB_DIY/status/1595568562198171648,"['https://pbs.twimg.com/media/FiSZBqJaAAA7tnx.jpg', 'https://pbs.twimg.com/media/FiSZCgzaEAAy43J.jpg', 'https://pbs.twimg.com/media/FiSZChMaEAESchD.jpg']"
