date,Date,Time,tweet,link,photos
2022-11-20 19:26:42,2022-Nov-20,19:26:42,19.26 wib arus lalin sp tugu terpantau ramai lancar dari semua arah  ,https://twitter.com/ATCS_DISHUB_DIY/status/1594306237612818432,"['https://pbs.twimg.com/media/FiAc-y8aUAEXtha.jpg', 'https://pbs.twimg.com/media/FiAc_eGagAIJy_6.jpg', 'https://pbs.twimg.com/media/FiAdAJRacAEfyKN.jpg']"
2022-11-20 19:25:52,2022-Nov-20,19:25:52,19.25 wib kondisi lalin sp mm ugm arah timur lancar arah selatan dan utara terpantau ramai lancar  ,https://twitter.com/ATCS_DISHUB_DIY/status/1594306027809558529,"['https://pbs.twimg.com/media/FiAcyXAaMAE6rAO.jpg', 'https://pbs.twimg.com/media/FiAcyYPaMAEX9gl.jpg', 'https://pbs.twimg.com/media/FiAcyZJaMAAKTFs.jpg']"
2022-11-20 19:24:47,2022-Nov-20,19:24:47,"19.24 wib lalin sp blok o arah timur,selatan dan utara terpantau ramai lancar  ",https://twitter.com/ATCS_DISHUB_DIY/status/1594305755049754624,"['https://pbs.twimg.com/media/FiAchpxakAAz2wV.jpg', 'https://pbs.twimg.com/media/FiAcjsNaYAM5T41.jpg', 'https://pbs.twimg.com/media/FiAcjs_aYAAiGs7.jpg']"
2022-11-20 19:23:55,2022-Nov-20,19:23:55,19.23 wib lalin sp maguwo arah timur dan utara lancar arah barat terpantau ramai  ,https://twitter.com/ATCS_DISHUB_DIY/status/1594305536648187909,"['https://pbs.twimg.com/media/FiAcVOjaEAENeh4.jpg', 'https://pbs.twimg.com/media/FiAcVOUaAAEBT1j.jpg', 'https://pbs.twimg.com/media/FiAcV9QaUAEb7yB.jpg']"
2022-11-20 16:59:42,2022-Nov-20,16:59:42,16.59 wib lalin sp jatikencana arah timur dan barat terpantau lancar  ,https://twitter.com/ATCS_DISHUB_DIY/status/1594269243675406336,"['https://pbs.twimg.com/media/Fh_7TlMaYAAFqZl.jpg', 'https://pbs.twimg.com/media/Fh_7Tl0aYAASjqO.jpg']"
2022-11-20 16:58:52,2022-Nov-20,16:58:52,16.59 wib lalin sp mm ugm arah selatan dan utara terpantau ramai lancar  ,https://twitter.com/ATCS_DISHUB_DIY/status/1594269033339424771,"['https://pbs.twimg.com/media/Fh_7Kg0akAAKzcl.jpg', 'https://pbs.twimg.com/media/Fh_7KhYacAICrjY.jpg']"
2022-11-20 16:58:16,2022-Nov-20,16:58:16,16.58 wib lalin sp wojo arah timur dan barat terpantau lancar  ,https://twitter.com/ATCS_DISHUB_DIY/status/1594268884433276932,"['https://pbs.twimg.com/media/Fh_7BM9aEAAdhcf.jpg', 'https://pbs.twimg.com/media/Fh_7B2eacAAuoOA.jpg']"
2022-11-20 16:57:31,2022-Nov-20,16:57:31,16.57 wib lalin sp blok o arah selatan dan utara terpantau lancar  ,https://twitter.com/ATCS_DISHUB_DIY/status/1594268693307207680,"['https://pbs.twimg.com/media/Fh_63G1aEAESVaf.jpg', 'https://pbs.twimg.com/media/Fh_63GsakAAxCRy.jpg']"
2022-11-20 15:36:51,2022-Nov-20,15:36:51,15.36 wib lalin sp pelemgurih arah timur dan utara lancar arah selatan terpantau ramai lancar  ,https://twitter.com/ATCS_DISHUB_DIY/status/1594248393588903936,"['https://pbs.twimg.com/media/Fh_oWIjakAA7Dce.jpg', 'https://pbs.twimg.com/media/Fh_oWJPaAAYZSE7.jpg', 'https://pbs.twimg.com/media/Fh_oWxaaAAE5fnx.jpg']"
2022-11-20 15:35:34,2022-Nov-20,15:35:34,15.35 wib lalin sp kidsfun arah timur dan barat terpantau lancar  ,https://twitter.com/ATCS_DISHUB_DIY/status/1594248071034327040,"['https://pbs.twimg.com/media/Fh_oGsHaYAE4f1g.jpg', 'https://pbs.twimg.com/media/Fh_oHQlaUAIscv0.jpg']"
2022-11-20 15:35:00,2022-Nov-20,15:35:00,15.34 wib lalin sp condongcatur arah timur dan barat padat arah selatan terpantau lancar  ,https://twitter.com/ATCS_DISHUB_DIY/status/1594247930311233536,"['https://pbs.twimg.com/media/Fh_n2q4aMAAADUW.jpg', 'https://pbs.twimg.com/media/Fh_n2raacAAgHP2.jpg']"
2022-11-20 15:33:49,2022-Nov-20,15:33:49,15.34 wib lalin sp patran arah timur terpantau lancar  ,https://twitter.com/ATCS_DISHUB_DIY/status/1594247629059543041,['https://pbs.twimg.com/media/Fh_nsOiaYAEwkh0.jpg']
2022-11-20 15:33:20,2022-Nov-20,15:33:20,15.33 wib lalin sp demangan terpantau ramai lancar dari semua arah  ,https://twitter.com/ATCS_DISHUB_DIY/status/1594247507248582657,"['https://pbs.twimg.com/media/Fh_nlkzaUAUBeNg.jpg', 'https://pbs.twimg.com/media/Fh_nlmKaUAgdXIs.jpg', 'https://pbs.twimg.com/media/Fh_nlmsagAIZPdA.jpg']"
2022-11-20 15:32:29,2022-Nov-20,15:32:29,15.32 wib arus lalin sp maguwo arah timur dan utara lancar arah barat terpantau ramai  ,https://twitter.com/ATCS_DISHUB_DIY/status/1594247295331368960,"['https://pbs.twimg.com/media/Fh_nUW1aAAAf5a9.jpg', 'https://pbs.twimg.com/media/Fh_nVZ1aAAAGiqi.jpg', 'https://pbs.twimg.com/media/Fh_nW3qaUAIakRW.jpg']"
2022-11-20 10:49:39,2022-Nov-20,10:49:39,10.49WIB Arus lalu lintas simpang Blok O terpantau lancar  ,https://twitter.com/ATCS_DISHUB_DIY/status/1594176115882721280,"['https://pbs.twimg.com/media/Fh-mp4paYAAAQcN.jpg', 'https://pbs.twimg.com/media/Fh-mp5nacAAVrYo.jpg', 'https://pbs.twimg.com/media/Fh-mp6iaAAAMqLx.jpg', 'https://pbs.twimg.com/media/Fh-mp7iaEAArMD2.jpg']"
2022-11-20 10:47:39,2022-Nov-20,10:47:39,"10.47WIB Arus lalu lintas simpang Gramedia lancar dari kaki timur, dari kaki barat ramai  ",https://twitter.com/ATCS_DISHUB_DIY/status/1594175614361423872,"['https://pbs.twimg.com/media/Fh-mGtYagAAFCJU.jpg', 'https://pbs.twimg.com/media/Fh-mGuFacAAR3OK.jpg']"
2022-11-20 10:46:46,2022-Nov-20,10:46:46,10.45WIB Arus lalu lintas simpang Demangan lancar  ,https://twitter.com/ATCS_DISHUB_DIY/status/1594175390536589312,"['https://pbs.twimg.com/media/Fh-l0H7aMAETdeK.jpg', 'https://pbs.twimg.com/media/Fh-l0ItaEAAMx9N.jpg', 'https://pbs.twimg.com/media/Fh-l0JLaYAABbXj.jpg']"
