date,Date,Time,tweet,link,photos
2022-11-17 12:48:28,2022-Nov-17,12:48:28,"12.47 WIB. Kondisi lalin di SImpang Jati Kencana arus kendaraan terpantau LANCAR dari semua arah,cuaca saat ini terpantau hujan ringan  ",https://twitter.com/ATCS_DISHUB_DIY/status/1593118856796844034,"['https://pbs.twimg.com/media/Fhvk-fNVsAEuK5j.jpg', 'https://pbs.twimg.com/media/Fhvk_2xVIAAMuoe.jpg', 'https://pbs.twimg.com/media/Fhvk_2tVIAE3TpI.jpg']"
2022-11-17 12:46:13,2022-Nov-17,12:46:13,"12.45 WIB. Situasi lalin di MM UGM arus kendaraan dari arah UTARA terpantau RAMAI LANCAR, dari arah lain terpantau LANCAR  ",https://twitter.com/ATCS_DISHUB_DIY/status/1593118289999241216,"['https://pbs.twimg.com/media/FhvkfwHUoAAlV9K.jpg', 'https://pbs.twimg.com/media/FhvkfwGVEAAO20z.jpg', 'https://pbs.twimg.com/media/FhvkfwHVUAAmJFA.jpg']"
2022-11-17 12:35:12,2022-Nov-17,12:35:12,12.35 WIB. Kondisi lalu lintas simpang Maguwo arus kendaraan terpantau Ramai Lancar  ,https://twitter.com/ATCS_DISHUB_DIY/status/1593115518357352449,"['https://pbs.twimg.com/media/Fhvh6iFaYAAkxxq.jpg', 'https://pbs.twimg.com/media/Fhvh6iHaYAAyWdu.jpg', 'https://pbs.twimg.com/media/Fhvh6h7agAA-BDV.jpg']"
2022-11-17 11:59:24,2022-Nov-17,11:59:24,"11.58WIB Arus lalu lintas simpang Bandara terpantau lengang dari kaki barat dan selatan, dari kaki timur padat, masih berlangsung perbaikan jalan di sisi timur simpang Bandara.  ",https://twitter.com/ATCS_DISHUB_DIY/status/1593106508606504960,"['https://pbs.twimg.com/media/FhvZuCeagAABWyU.jpg', 'https://pbs.twimg.com/media/FhvZuCfaAAAfTvy.jpg', 'https://pbs.twimg.com/media/FhvZuCnaYAEqWwO.jpg']"
2022-11-17 08:08:57,2022-Nov-17,08:08:57,08.08WIB Arus lalu lintas simpang Tugu lancar  ,https://twitter.com/ATCS_DISHUB_DIY/status/1593048512987815937,"['https://pbs.twimg.com/media/FhulHG4acAExlTx.jpg', 'https://pbs.twimg.com/media/FhulHIQacAEDFFP.jpg', 'https://pbs.twimg.com/media/FhulHG5agAIhPVL.jpg']"
2022-11-17 07:35:18,2022-Nov-17,07:35:18,07.35 WIB. Arus lalu lintas simpang Kota Gede terpantau Ramai Lancar  ,https://twitter.com/ATCS_DISHUB_DIY/status/1593040045019365377,"['https://pbs.twimg.com/media/FhudTlBaUAAEW1B.jpg', 'https://pbs.twimg.com/media/FhudTlAaMAIzRI3.jpg', 'https://pbs.twimg.com/media/FhudTk2aMAE_dxu.jpg', 'https://pbs.twimg.com/media/FhudTk2aEAAWH3W.jpg']"
2022-11-17 07:20:16,2022-Nov-17,07:20:16,07.19WIB Arus lalu lintas simpang Blok O ramai lancar  ,https://twitter.com/ATCS_DISHUB_DIY/status/1593036261690052608,"['https://pbs.twimg.com/media/FhuZ-5saEAAq8t7.jpg', 'https://pbs.twimg.com/media/FhuZ-5racAEw2an.jpg', 'https://pbs.twimg.com/media/FhuZ-5ragAAcId7.jpg', 'https://pbs.twimg.com/media/FhuZ-5tacAAwQVH.jpg']"
2022-11-17 07:13:00,2022-Nov-17,07:13:00,"07.12 WIB. Kondisi lalu lintas simpang Tugu arah Timur terpantau Ramai, dari arah Utara dan Barat terpantau Ramai Lancar.  ",https://twitter.com/ATCS_DISHUB_DIY/status/1593034433925640192,"['https://pbs.twimg.com/media/FhuYUwXaMAEabM5.jpg', 'https://pbs.twimg.com/media/FhuYUwWaUAEXByM.jpg', 'https://pbs.twimg.com/media/FhuYUwWaUAMqsKe.jpg']"
2022-11-17 07:05:23,2022-Nov-17,07:05:23,07.05 WIB. Kondisi lalu lintas simpang Kids Fun arus kendaraan terpantau Lancar dari semua arah.  ,https://twitter.com/ATCS_DISHUB_DIY/status/1593032514628902913,"['https://pbs.twimg.com/media/FhuWnTkacAEKWHe.jpg', 'https://pbs.twimg.com/media/FhuWnT5aAAAEOhD.jpg', 'https://pbs.twimg.com/media/FhuWnUMaAAAZ555.jpg', 'https://pbs.twimg.com/media/FhuWnUVaMAAWzmk.jpg']"
2022-11-17 06:59:24,2022-Nov-17,06:59:24,07.00 WIB. Kondisi lalu lintas simpang Blok O terpantau Ramai Lancar dari semua arah/kaki.  ,https://twitter.com/ATCS_DISHUB_DIY/status/1593031010320809984,"['https://pbs.twimg.com/media/FhuVMBAakAA11lC.jpg', 'https://pbs.twimg.com/media/FhuVMBCaUAAjCfz.jpg', 'https://pbs.twimg.com/media/FhuVMA_akAIs-9e.jpg', 'https://pbs.twimg.com/media/FhuVMBCakAEWsTZ.jpg']"
