date,Date,Time,tweet,link,photos
2022-11-18 12:37:30,2022-Nov-18,12:37:30,"12.37 wib lalin sp condongcatur arah timur,barat dan selatan terpantau lancar  ",https://twitter.com/ATCS_DISHUB_DIY/status/1593478485183705088,"['https://pbs.twimg.com/media/Fh0sJiIaYAIN7ss.jpg', 'https://pbs.twimg.com/media/Fh0sJikacAARrTO.jpg']"
2022-11-18 12:36:43,2022-Nov-18,12:36:43,12.37 wib kondisi lalin sp pelemgurih arah timur dan utara terpantau lancar  ,https://twitter.com/ATCS_DISHUB_DIY/status/1593478287401287681,"['https://pbs.twimg.com/media/Fh0r9yaaMAEpjTP.jpg', 'https://pbs.twimg.com/media/Fh0r9zDakAAkDkI.jpg']"
2022-11-18 12:36:02,2022-Nov-18,12:36:02,12.36 wib lalin sp gamping arah timur dan barat terpantau lancar  ,https://twitter.com/ATCS_DISHUB_DIY/status/1593478115967500288,"['https://pbs.twimg.com/media/Fh0r09iaYAEUh-Q.jpg', 'https://pbs.twimg.com/media/Fh0r1i1aYAE7dLK.jpg']"
2022-11-18 12:35:09,2022-Nov-18,12:35:09,12.34 wib lalin sp blok o arah selatan dan utara terpantau ramai lancar  ,https://twitter.com/ATCS_DISHUB_DIY/status/1593477892255928320,"['https://pbs.twimg.com/media/Fh0rnBPaEAAEga5.jpg', 'https://pbs.twimg.com/media/Fh0rnpFaAAMNsUP.jpg']"
2022-11-18 12:34:14,2022-Nov-18,12:34:14,12.33 wib arus lalin sp maguwo arah barat terpantau ramai lancar  ,https://twitter.com/ATCS_DISHUB_DIY/status/1593477660750987265,['https://pbs.twimg.com/media/Fh0raUNaEAAWvaD.jpg']
2022-11-18 10:34:17,2022-Nov-18,10:34:17,"10.33 WIB, Kondisi lalu lintas simpang Tugu terpantau Ramai Lancar dari semua arah.  ",https://twitter.com/ATCS_DISHUB_DIY/status/1593447475167518722,"['https://pbs.twimg.com/media/Fh0QB_baYAIE9by.jpg', 'https://pbs.twimg.com/media/Fh0QB_cacAEVwQV.jpg', 'https://pbs.twimg.com/media/Fh0QB_faUAAwGqX.jpg']"
2022-11-18 10:15:56,2022-Nov-18,10:15:56,10.15 wib llain sp kidsfun arah timur dan barat terpantau lancar  ,https://twitter.com/ATCS_DISHUB_DIY/status/1593442857649831936,"['https://pbs.twimg.com/media/Fh0LvmUaEAAp1uO.jpg', 'https://pbs.twimg.com/media/Fh0LwK0aYAEPFSX.jpg']"
2022-11-18 10:15:14,2022-Nov-18,10:15:14,10.15 wib kondisi lalin sp gramedia arah timur dan barat terpantau lancar  ,https://twitter.com/ATCS_DISHUB_DIY/status/1593442679169306624,"['https://pbs.twimg.com/media/Fh0LkRSaUAAUgph.jpg', 'https://pbs.twimg.com/media/Fh0Lk4saEAAH2Zj.jpg']"
2022-11-18 10:14:41,2022-Nov-18,10:14:41,10.14 wib lalin sp blok o arah selatan dan utara terpantau lancar  ,https://twitter.com/ATCS_DISHUB_DIY/status/1593442542175289344,"['https://pbs.twimg.com/media/Fh0Lb1FaYAAN9F6.jpg', 'https://pbs.twimg.com/media/Fh0Lb1HaMAAMlN6.jpg']"
2022-11-18 07:15:23,2022-Nov-18,07:15:23,07.15 wib lalin sp jatikencana arah timur dan barat terpantau ramai lancar  ,https://twitter.com/ATCS_DISHUB_DIY/status/1593397418259009536,"['https://pbs.twimg.com/media/Fhzib_WaUAEOLGZ.jpg', 'https://pbs.twimg.com/media/Fhzib_zacAAWVAa.jpg']"
2022-11-18 07:14:39,2022-Nov-18,07:14:39,07.14 wib lalin sp giwangan arah timur dan barat terpantau lancar  ,https://twitter.com/ATCS_DISHUB_DIY/status/1593397233659310080,"['https://pbs.twimg.com/media/FhziRwFaAAAT8C9.jpg', 'https://pbs.twimg.com/media/FhziRwFaAAEJ4JP.jpg']"
2022-11-18 07:03:18,2022-Nov-18,07:03:18,07.03 wib kondisi lalin sp tugu terpantau ramai lancar dari semua arah  ,https://twitter.com/ATCS_DISHUB_DIY/status/1593394378902761472,"['https://pbs.twimg.com/media/FhzfmvAaYAAUIoS.jpg', 'https://pbs.twimg.com/media/FhzfoQRaUAE6g6Y.jpg', 'https://pbs.twimg.com/media/FhzfoQ2agAA-b6K.jpg']"
2022-11-18 07:02:34,2022-Nov-18,07:02:34,07.02 wib lalin sp demangan arah timur dan selatan ramai lancar arah utara terpantau lancar  ,https://twitter.com/ATCS_DISHUB_DIY/status/1593394196421148674,"['https://pbs.twimg.com/media/FhzfbWGakAEj-7H.jpg', 'https://pbs.twimg.com/media/Fhzfd4YaYAEivYw.jpg', 'https://pbs.twimg.com/media/FhzfemfaAAE1rfa.jpg']"
